title;eng_title;id_index_num;fuss_index;language;written date;published_date;presented_date;pub_type;document_type;source_publication;source_vol;page_range;oo_series;oo_volnum;oo_fpage;oo_lpage;list_view_id_tag;label;calc_url
De unciis potestatum binomii earumque interpolatione;;768;137;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;9;57-76;1;16B;241;266;E768;768;https://scholarlycommons.pacific.edu/euler-works/768
Solutio problematis Fermatiani de duobus numeris, quorum summa sit quadratum, quadratorum vero summa biquadratum, ad mentem illustris La Grange adornata;A solution to a problem of Fermat, on two numbers of which the sum is a square and the sum of their squares is a biquadrate, inspired by the Illustrious La Grange;769;46;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;10;3-6;1;5;77;81;E769;769;https://scholarlycommons.pacific.edu/euler-works/769
Enodatio maximi paradoxi, in problemate quodam mechanico occurentis;;770;473;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;10;7-15;2;7;218;227;E770;770;https://scholarlycommons.pacific.edu/euler-works/770
Solutio trium problematum difficiliorum ad methodum tangentium inversam pertinentium;;771;412;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;10;16-26;1;29;320;333;E771;771;https://scholarlycommons.pacific.edu/euler-works/771
De insigni promotione Analysis Diophantaeae;On a notable advancement of Diophantine analysis;772;78;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;1-11;1;5;82;93;E772;772;https://scholarlycommons.pacific.edu/euler-works/772
Solutio problematis difficillimi, quo hae duae formulae <em>aaxx</em>+<em>bbyy</em> et <em>aayy</em>+<em>bbxx</em> quadrata reddi debent;A solution of a most difficult problem, in which the two forms <em>aaxx</em>+<em>bbyy</em> and <em>aayy</em>+<em>bbxx</em> must be rendered into squares;773;47;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;12-30;1;5;94;115;E773;773;https://scholarlycommons.pacific.edu/euler-works/773
Investigatio binorum numerorum formae <em>xy</em>(<em>x</em><sup>4</sup>–<em>y</em><sup>4</sup>), quorum productum sive quotus sit quadratum;An investigation of two numbers of the form <em>xy</em>(<em>x</em><sup>4</sup>–<em>y</em><sup>4</sup>), of which the product and the quotient will be a square;774;48;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;31-45;1;5;116;130;E774;774;https://scholarlycommons.pacific.edu/euler-works/774
De binis numeris, quorum summa sive aucta sive minuta tam unius quam alterius quadrato producat quadrata;On two numbers, of which the sum when increased or decreased by the square of one of them produces a square;775;49;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;46-48;1;5;131;134;E775;775;https://scholarlycommons.pacific.edu/euler-works/775
Dilucidationes circa binas summas duorum biquadratorum inter se aequales;Elucidations about two sums of pairs of biquadratics, which are mutually equal;776;50;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;49-57;1;5;135;145;E776;776;https://scholarlycommons.pacific.edu/euler-works/776
De resolutione huius aequationis 0 = <em>a</em> + <em>bx</em> + <em>cy</em> + <em>dxx</em> + <em>exy</em> + <em>fyy</em> + <em>gxxy</em> + <em>hyy</em> + <em>ixxyy</em> per numeros rationales;On the resolution of the equation 0 = <em>a</em> + <em>bx</em> + <em>cy</em> + <em>dxx</em> + <em>exy</em> + <em>fyy</em> + <em>gxxy</em> + <em>hyy</em> + <em>ixxyy</em> by rational numbers;777;69;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;58-68;1;5;146;156;E777;777;https://scholarlycommons.pacific.edu/euler-works/777
Methodus nova et facilis formulas cubicas et biquadraticas ad quadratum reducendi;A new and easy method for reducing cubic and biquadratic forms to squares;778;51;Latin;1780;1780;1780;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;69-91;1;5;157;181;E778;778;https://scholarlycommons.pacific.edu/euler-works/778
Solutio problematis ad analysin infinitorum indeterminatorum referendi;;779;82;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;92-94;1;23;431;433;E779;779;https://scholarlycommons.pacific.edu/euler-works/779
De infinitis curvis algebraicis, quarum longitudo indefinita arcui elliptico aequatur;;780;418;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;95-99;1;21;241;245;E780;780;https://scholarlycommons.pacific.edu/euler-works/780
De infinitis curvis algebraicis, quarum longitudo arcui parabolico aequatur;On the infinity of algebraic curves, whose longitude is equal to a parabolic arc;781;420;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;100-101;1;21;246;247;E781;781;https://scholarlycommons.pacific.edu/euler-works/781
De binis curvis algebraicis eadem rectificatione gaudentibus;;782;422;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;102-113;1;21;248;261;E782;782;https://scholarlycommons.pacific.edu/euler-works/782
De curvis algebraicis, quarum omnes arcus per arcus circulares metiri liceat;On algebraic curves, all of whose arcs may be measured by circular arcs;783;416;Latin;1781;1781;1781;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;114-124;1;21;262;273;E783;783;https://scholarlycommons.pacific.edu/euler-works/783
Solutio problematis analytici difficillimi;Solution to a very difficult analytical problem;784;288;Latin;1782;1782;1782;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;125-130;1;23;434;442;E784;784;https://scholarlycommons.pacific.edu/euler-works/784
Intégration d'une espèce remarqable d'équation différentielle dans l'analyse des fonctions à deux variables;Integration of a remarkable type of differential equation in the analysis of two-variable functions;785;285;French;1777;1777;1777;journal;article;Mémoires de l'académie des sciences de St.-Petersbourg;11;131-137;1;23;443;449;E785;785;https://scholarlycommons.pacific.edu/euler-works/785
Œuvres complètes en français de L. Euler;The complete works of L. Euler in French;786;;French;;;;octavo;book;Brussels: Établissement géographique près la porte de Flandre;2018-01-05;;;;;;E786;786;https://scholarlycommons.pacific.edu/euler-works/786
Solutio problematis in Actis Lipsiensibus A. 1745 propositi;Solution of a problem proposed in the Leipzig Acts in 1745;787;;Latin;1745;1745;1745;published;letter;Correspondance mathématique et physique de quelques célèbres géomètres du XVIIIème siècle;1;341-354;;;;;E787;787;https://scholarlycommons.pacific.edu/euler-works/787
Briefe von L. Euler an Chr. Goldbach 1729-1763;Letters of L. Euler and Chr. Goldbach, 1729-1763;788;750;Latin, French, German;1729-1763;1729-1763;1729-1763;published;letter;Correspondance mathématique et physique de quelques célèbres géomètres du XVIIIème siècle;1;3-672;;;;;E788;788;https://scholarlycommons.pacific.edu/euler-works/788
Einige Zeilen aus einem Brief von L. Euler an Albrecht von Haller vom 4 Juli 1744;A few lines from a letter of L. Euler to Albrecht von Haller, from 4 July 1744;789;;French;1744;1744;1744;published;letter;"""Auszuge aus Briefen von Albrecht von Hallee, mit litterarish-hisorishen Notizen,"" Mittheilungen der naturforschenden Gesellschaft in Bern";;27-28;;;;;E789;789;https://scholarlycommons.pacific.edu/euler-works/789
Commentatio de matheseos sublimioris utilitate;Commentary on the use of sublime mathematics;790;;Latin;1741;1741;1741;journal;article;Journal fur die reine und angewandte Mathematik;35;109-116;3;2;392;399;E790;790;https://scholarlycommons.pacific.edu/euler-works/790
Commentationes arithmeticae collectae;Collected arithmetical commentaries;791;;Latin;;;;octavo;book;St. Petersburg: Imperial Academy of Sciences;2018-01-02;1-584, 1-651;;;;;E791;791;https://scholarlycommons.pacific.edu/euler-works/791
Tractatus de numerorum doctrina capita XVI, quae supersunt;Treatise on the doctrine of numbers;792;;Latin;;;;collection;article;Commentationes arithmeticae collectae;2;503-575;1;5;182;283;E792;792;https://scholarlycommons.pacific.edu/euler-works/792
Considerationes circa Analysin Diophanteam;Thoughts concerning Diophantine analysis;793;;Latin;;;;collection;article;Commentationes arithmeticae collectae;2;576-587;1;5;284;302;E793;793;https://scholarlycommons.pacific.edu/euler-works/793
Theorema arithmeticum eiusque demonstratio;A theorem of arithmetic and its proof;794;;Latin;;;;collection;article;Commentationes arithmeticae collectae;2;588-592;1;6;486;493;E794;794;https://scholarlycommons.pacific.edu/euler-works/794
De quadratis magicis;On magic squares;795;1776;Latin;1776;1776;1776;collection;article;Commentationes arithmeticae collectae;2;593-602;1;7;441;457;E795;795;https://scholarlycommons.pacific.edu/euler-works/795
Recherches sur le probleme de trois nombres carres tels que la somme de deux quelconques moins le troisieme fasse un nombre carre;Research into the problem of three square numbers such that the sum of any two less the third one provides a square number;796;;Latin;1781;1781;1781;collection;article;Commentationes arithmeticae collectae;2;603-616;1;5;303;329;E796;796;https://scholarlycommons.pacific.edu/euler-works/796
Recherches ulterueures et tres curieuses sur le probleme de quatre nombres positifs et un proportion arithmetique tels que la somme de deux quelconques soit toujours un nombre carre;Further and curious research into the problem of four positive numbers and an arithmetical proportion such that the sum of any two is always a square number;797;755;Latin;1781;1781;1781;collection;article;Commentationes arithmeticae collectae;2;617-625;1;5;340;352;E797;797;https://scholarlycommons.pacific.edu/euler-works/797
De numeris amicibilibus;On amicable numbers;798;;Latin;1747;1747;1747;collection;article;Commentationes arithmeticae collectae;2;627-636;1;5;353;365;E798;798;https://scholarlycommons.pacific.edu/euler-works/798
Fragmenta commentationis cuiusdam maioris, de invenienda relatione enter latera triangulorum, quorum area rationaliter exprimi possit, et de triangulo in quo rectae ex singulis angulis latera opposita bisecantes sint rationales;A fragment of a commentary, the most part on finding the relation between the sides of triangles of which the area is able to be expressed rationally, and of triangles in which the lines from each angle bisecting the opposite line are rationals;799;;Latin;;;;collection;article;Commentationes arithmeticae collectae;2;648-651;1;5;366;370;E799;799;https://scholarlycommons.pacific.edu/euler-works/799
Brief von L. Euler an Christoph Jezler vom 4 Mai 1765;A letter from L. Euler to Christoph Jezler, dated 4 May 1765;800;;German;1765;1765;1765;published;letter;Bern: Mittheilungen der naturforschenden Gesellschaft;1851;53-58;;;;;E800;800;https://scholarlycommons.pacific.edu/euler-works/800
Drei Briefe von L. Euler an Friedrich den Grossen 1743;Three letters of Euler to Frederick the Great in 1743;801;;French;1743;1743;1743;published;letter;Œuvres de Frédéric le Grand;20;199-203;;;;;E801;801;https://scholarlycommons.pacific.edu/euler-works/801
Einige Zeilen aus Briefen von L. Euler an Johannes Schorndorf vom 27 April 1743 und vom 26 Mai 1750;Several lines out of letters from L. Euler to Johannes Schorndorf from 27 April 1743 and 26 May 1750;802;;French;1743, 1750;1743, 1750;1743, 1750;published;letter;Bern: Mittheilungen der naturforschenden Gesellschaft;1853;243;;;;;E802;802;https://scholarlycommons.pacific.edu/euler-works/802
Vierzehn Briefe oder Auszuge aus Briefen von L. Euler an W. J. G. Karsten, 1758-1765;Fourteen letters or extracts of letters from Euler to W. J. G. Karsten, 1758-1765;803;;German;1758-1765;1758-1765;1758-1765;published;letter;Braunschweig: Allgemeine Monatschrift für Wissenschaft und Literatur;1854;327-340;;;;;E803;803;https://scholarlycommons.pacific.edu/euler-works/803
Zwei Briefe von L. Euler an G. B. Bülffinger;Two letters of L. Euler to G. B. Bülffinger;804;;Latin;1738;1738;1738;published;letter;St. Petersburg: Briefen von Christian Wolff aus den Jahren 1719-1753;;232-235;;;;;E804;804;https://scholarlycommons.pacific.edu/euler-works/804
Opera Postuma mathematica et physica;Posthumous works in mathematics and physics;805;;Latin, French;;;;quarto;book;St. Petersburg: Imperial Academy of Sciences;2018-01-02;1-588, 1-826;;;;;E805;805;https://scholarlycommons.pacific.edu/euler-works/805
Fragmenta arithmetica ex Adversariis mathematicis deprompta;Arithmetical fragments from the mathematical day book;806;;Latin;;;;collection;article;Opera Postuma;1;157-266;;;;;E806;806;https://scholarlycommons.pacific.edu/euler-works/806
Sur les logarithmes des nombres négatifs et imaginaires;On the logarithms of negative and imaginary numbers;807;;French;1747;1747;1747;collection;article;Opera Postuma;1;269-281;1;19;417;438;E807;807;https://scholarlycommons.pacific.edu/euler-works/807
Problema algebraicum de inveniendis quatuor numeris ex datis totidem productis uniuscuiusque horum numerorum in summas trium reliquorum;An algebraic problem of finding four numbers with the sum of the three others;808;;Latin;;;;collection;article;Opera Postuma;1;282-287;1;6;494;503;E808;808;https://scholarlycommons.pacific.edu/euler-works/808
Series maxime idoneae pro circuli quadratura proxime invenienda;;809;;Latin;;;;collection;article;Opera Postuma;1;288-298;1;16B;267;283;E809;809;https://scholarlycommons.pacific.edu/euler-works/809
Enodatio insignis cuiusdam paradoxi circa multiplicationem angulorum observati;;810;;Latin;;;;collection;article;Opera Postuma;1;299-314;1;16B;284;311;E810;810;https://scholarlycommons.pacific.edu/euler-works/810
Vera aestimatio sortis in ludis;The true valuation of the risk in games;811;;Latin;;;;collection;article;Opera Postuma;1;315-318;1;7;458;465;E811;811;https://scholarlycommons.pacific.edu/euler-works/811
Réflexions sur un espèce singulière de loterie, nommée Loterie génoise;Reflections on a singular kind of lottery called the Genoese lottery;812;;French;1763;1763;1763;collection;article;Opera Postuma;1;319-335;1;7;466;494;E812;812;https://scholarlycommons.pacific.edu/euler-works/812
Analyse d'un problème du calcul des probabilités;Analysis of a problem in the calculus of probabilities;813;;French;;;;collection;article;Opera Postuma;1;336-341;1;7;495;506;E813;813;https://scholarlycommons.pacific.edu/euler-works/813
Institutionum calculi differentialis Sectio III;Foundations of Differential Calculus, volume 3;814;;Latin;;;;collection;article;Opera Postuma;1;342-402;1;29;334;429;E814;814;https://scholarlycommons.pacific.edu/euler-works/814
Problematis ex theoria maximorum et minimorum solutio;Solution of problems from the theory of maxima and minima;815;;Latin;;;;collection;article;Opera Postuma;1;403-407;1;29;430;436;E815;815;https://scholarlycommons.pacific.edu/euler-works/815
